,mean,std_dev,skewness,kurtosis,peak_to_peak,rms,crest_factor,mad,sma,zcr,min,max,label
0,0.017840384314903847,0.1227164087394056,-0.11874626070740874,-0.03649104253044477,0.7787612307692308,0.12400643647166194,3.3780479806257446,0.09742485367056039,202.45017415384615,248,-0.4188996923076923,0.35986153846153845,Ball
1,0.0222548203125,0.13245558216117878,0.17495315982777976,-0.07595588305884382,0.8288289230769231,0.13431216725523584,3.4823032184335445,0.10659076977715126,220.72467323076924,242,-0.3611132307692308,0.46771569230769233,Ball
2,0.020470282752403847,0.14961395527073762,0.04039890430243381,-0.26912833848859075,0.9066424615384614,0.1510078411464704,3.1028200276810955,0.11933329647709773,247.13976184615382,248,-0.43809230769230767,0.4685501538461538,Ball
3,0.020959734374999997,0.15702909412309993,-0.023300476063540406,0.14102823418298271,1.1277747692307694,0.15842173735378592,3.691090205449946,0.124934059387207,257.87531815384614,251,-0.5430258461538462,0.584748923076923,Ball
4,0.02216732001201923,0.13815510557770241,-0.08165231971550298,0.4100304080292636,1.0257618461538462,0.1399222043626435,4.137354002852241,0.10818902272532537,224.64768553846153,253,-0.5789076923076923,0.44685415384615385,Ball
5,0.021119251802884615,0.1387295420683197,-0.13152036470013082,-0.16325837567936308,0.8816086153846153,0.14032786123646057,3.1665185039912527,0.11158668900885949,231.14459446153845,245,-0.4443507692307692,0.4372578461538461,Ball
6,0.02146395612980769,0.13842763468169597,-0.11434158270287617,0.3150406224632931,0.9448190769230769,0.14008180273080223,3.5071595395823842,0.10836969492574837,225.1043446153846,245,-0.4912892307692307,0.4535298461538461,Ball
7,0.020860214242788458,0.15008341247111615,-0.021986431985086066,-0.2673541896061744,0.8918307692307692,0.1515261668400221,2.9848188156416495,0.12167624729567308,251.15936307692306,250,-0.4522781538461538,0.4395526153846154,Ball
8,0.020243943209134613,0.14532551738182917,0.07427904675200862,-0.41738580295867767,0.8645021538461539,0.1467287403304172,3.355391088232808,0.11820619681989229,243.4335009230769,246,-0.3721698461538462,0.4923323076923077,Ball
9,0.01810451502403846,0.13635956020903128,-0.13643592386284997,-0.09234399220176037,0.8624160000000001,0.13755618170280848,3.568520105192611,0.1100403576313899,227.8271926153846,243,-0.49087200000000003,0.371544,Ball
10,0.017719778545673075,0.12632025225391144,-0.05474869340760071,-0.3454147596206285,0.7353692307692308,0.12755703305266833,3.0386986537648726,0.1027897996022151,212.59430584615384,236,-0.34776184615384614,0.38760738461538463,Ball
11,0.017676996093749998,0.13639882485779997,0.03816408050566059,0.17728378188167548,0.8836947692307692,0.1375395056465132,3.4612623148131574,0.1090693730392456,224.8571353846154,248,-0.4076344615384615,0.47606030769230767,Ball
12,0.017110637920673077,0.1418101197800826,0.05723860208202855,-0.021243027571858253,0.9393950769230769,0.14283866424079214,3.376668157703394,0.11405065832079374,234.48348369230766,248,-0.45707630769230767,0.4823187692307692,Ball
13,0.01839716736778846,0.12765238444074725,-0.010823968857188703,0.19254008035271442,0.7971193846153846,0.12897126432103684,3.128310449387012,0.10060619292508638,207.27878584615385,241,-0.39365723076923076,0.40346215384615386,Ball
14,0.017996642127403845,0.1364065587342068,-0.004362422227056692,-0.0943531598396028,0.8603298461538462,0.1375886201456009,3.4660916631484726,0.10905037002270038,225.94026646153847,245,-0.38343507692307693,0.47689476923076923,Ball
15,0.017048603365384614,0.1424177049418417,0.1447988944798635,1.3401311724415725,1.176590769230769,0.14343450616086661,4.6250859771002455,0.10655901299814077,219.6853513846154,242,-0.5131938461538461,0.663396923076923,Ball
16,0.018280432391826924,0.1365252051967029,-0.02292553852261478,0.03333016636521613,0.8770190769230769,0.13774362367250972,3.372834612243337,0.10893267311800443,224.9293163076923,248,-0.4645864615384615,0.4124326153846154,Ball
17,0.018645713040865382,0.13405585297152217,0.01656679457089163,-0.10167372441111366,0.8240307692307691,0.13534634952862476,3.0903962139398837,0.10650768221282958,220.07149846153845,255,-0.40575692307692307,0.4182738461538461,Ball
18,0.01833757752403846,0.14997818638505211,-0.046435899647912775,0.10627004898589565,1.049544,0.15109507980341239,3.6615884562212275,0.11877292713106594,245.54990399999997,238,-0.553248,0.49629599999999996,Ball
19,0.017400743689903846,0.15131683021676565,0.1455723498139515,0.09266330661459454,0.8820258461538462,0.15231404724388098,3.172085828667,0.11923124061320378,244.74277107692308,240,-0.3988726153846154,0.4831532307692308,Ball
20,0.017637778846153845,0.13633992778266144,0.05562941773541644,-0.21773481683555485,0.8075501538461538,0.13747606028108011,3.2230999056645038,0.10902684186260517,224.87737107692305,245,-0.36445107692307693,0.44309907692307693,Ball
21,0.019391350060096155,0.14319318034332723,-0.09538978646562019,-0.055533591219803835,0.8546972307692307,0.14450021229738672,2.989908835907468,0.11415848585656972,237.15000553846153,246,-0.4320424615384615,0.42265476923076917,Ball
22,0.019869902343749996,0.13715178256440602,-0.09562202857432817,0.1404379717695141,0.937308923076923,0.13858363712842964,3.52550445992734,0.10923685169572096,226.14596123076922,246,-0.48857723076923076,0.4487316923076923,Ball
23,0.019741860576923075,0.12874251743767004,-0.07943503735125021,-0.07288138424154544,0.7964935384615385,0.13024736793973013,3.2241939002183213,0.10293877003361628,213.88292307692308,238,-0.37655076923076924,0.41994276923076923,Ball
24,0.019350197415865383,0.1361979459777666,0.07480325596135477,-0.03077318409553298,0.8622073846153846,0.13756565933617154,3.5804060799308384,0.10920043577957153,225.44417907692306,253,-0.36966646153846155,0.4925409230769231,Ball
25,0.017970361478365383,0.13623775878299232,-0.07652684699046583,-0.27669526120583887,0.8793138461538461,0.1374178329398187,3.2775994625229283,0.11046113808675911,228.62180861538462,246,-0.42891323076923077,0.45040061538461534,Ball
26,0.01846062800480769,0.12553703962533808,-0.04910159564202342,0.04735725659604162,0.8131827692307692,0.12688712741734517,3.2421692163337794,0.0990832329342182,205.01968984615382,246,-0.4113895384615384,0.4017932307692308,Ball
27,0.02064854296875,0.13512871131558932,-0.06701456965185573,-0.07071249365632193,0.8451009230769231,0.136697223631441,3.26130308341199,0.10851213389088557,225.42373476923075,235,-0.39928984615384616,0.44581107692307687,Ball
28,0.01906956490384615,0.13823664076996622,-0.041684903070762745,-0.08474292104619252,0.8851550769230768,0.13954575291633453,3.241074302829695,0.11013561802086463,227.42623384615382,255,-0.4522781538461538,0.43287692307692305,Ball
29,0.019624616286057692,0.13657539193860516,-0.049757626000918626,-0.28006995135257284,0.7718769230769231,0.137978125974948,2.913518670537935,0.10986027313261765,227.44188,246,-0.3698750769230769,0.40200184615384615,Ball
30,0.019731470552884614,0.1307813596838533,-0.0003195367558886095,-0.11567899142763327,0.8000400000000001,0.13226146442156445,3.3359795341083482,0.1048502161348783,217.81615753846154,245,-0.3588184615384616,0.44122153846153844,Ball
31,0.020741951322115385,0.13266552275912377,0.10458856966257857,0.4191764075217215,0.8960030769230769,0.13427721129663286,3.680519139335439,0.1034960649877695,213.49448123076922,255,-0.4017932307692308,0.4942098461538461,Ball
32,0.019352642127403844,0.1387627079354246,0.005713978107660427,-0.4192031498273474,0.7964935384615384,0.14010572390478312,2.9422352528591227,0.11314610719299316,233.19132,250,-0.38426953846153844,0.412224,Ball
33,0.018596920673076923,0.13635594083978203,0.019886521526104844,0.2548304095464875,1.0545507692307692,0.1376182693570256,3.8503832332638304,0.10829548316838192,223.8601624615385,249,-0.5298830769230769,0.5246676923076923,Ball
34,0.01748590114182692,0.14048641949396137,0.09063153013546305,0.1037412682086849,1.0132449230769232,0.14157044465909907,3.6868973150756084,0.11068127234414908,227.85326953846152,256,-0.4912892307692307,0.5219556923076923,Ball
35,0.01824335426682692,0.12494356593137458,0.02777784112101721,0.2892464670809858,0.8484387692307691,0.12626842298275803,3.5670091123741807,0.09798503719623272,203.23289907692308,231,-0.3980381538461538,0.45040061538461534,Ball
36,0.01868279116586538,0.12455071371782395,-0.006730253738062639,0.09029380687830413,0.8903704615384616,0.1259441422749255,4.374584008572197,0.10023184776394183,207.8637433846154,249,-0.33941723076923075,0.5509532307692308,Ball
37,0.017615368990384614,0.13989870206933538,0.06496043778385627,-0.10142849790443353,0.9110233846153846,0.1410033618937934,3.231242105724963,0.11219544625502365,230.91177969230768,244,-0.45561599999999997,0.4554073846153846,Ball
